city,state,condo_coop
Perry Park, CO,
Perry, IA,
Perry, OH,100.0%
Perry, UT,
Perrysburg, OH,
Perryville, MD,100.0%
Perth Amboy, NJ,100.2%
Peru, IL,
Peshtigo, WI,
Petaluma, CA,102.0%
Peterborough, NH,101.1%
Petersburg, VA,
Pewaukee, WI,100.9%
Pflugerville, TX,95.7%
Pharr, TX,87.4%
Philadelphia, PA,96.9%
Philipstown, NY,
Philomath, OR,
Phoenix, AZ,96.8%
Phoenix, OR,
Phoenixville, PA,
Picacho Hills, NM,
Pickerington, OH,99.3%
Picnic Point, WA,100.1%
Pico Rivera, CA,99.5%
Piermont, NY,100.0%
Pigeon Forge, TN,95.5%
Pike Creek Valley, DE,101.0%
Pike Creek, DE,
Pikesville, MD,97.2%
Pilgrim, MI,
Pinardville, NH,
Pine Bluff, AR,77.1%
Pine Bush, NY,
Pine Castle, FL,
Pine Hill, NJ,
Pine Hills, FL,
Pine Island Center, FL,
Pine Knoll Shores, NC,98.4%
Pine Manor, FL,
Pine Ridge, FL,93.5%
Pine Valley, CA,
Pinecrest, FL,88.7%
Pinehurst, MA,104.5%
Pinehurst, NC,97.8%
Pinellas Park, FL,98.1%
Pinetop Country Club, AZ,98.0%
Pinetop-Lakeside, AZ,100.0%
Pineville, NC,
Piney Green, NC,
Piney, AR,
Pingree Grove, IL,99.4%
Pinole, CA,
Pioneer Village, KY,96.7%
Piqua, OH,100.1%
Piru, CA,
Pismo Beach, CA,96.6%
Pittman Center, TN,
Pittsboro, IN,
Pittsboro, NC,
Pittsburg, CA,89.3%
Pittsburg, KS,
Pittsburgh, PA,93.9%
Pittsfield, MA,101.0%
Pittsford, NY,
Pittsford, VT,
Pittston, PA,97.2%
Placentia, CA,108.2%
Placerville, CA,103.1%
Plain City, OH,100.5%
Plainedge, NY,
Plainfield Village, CT,
Plainfield, IL,
Plainfield, IN,99.0%
Plainsboro Center, NJ,101.9%
Plainview, NY,101.0%
Plainville, MA,
Plainville, OH,
Plainwell, MI,99.7%
Plano, IL,
Plano, TX,98.6%
Plant City, FL,
Plantation, FL,97.5%
Plantsville, CT,
Platteville, WI,104.5%
Plattsburgh, NY,
Plattsville, CT,
Pleasant Grove, UT,102.6%
Pleasant Hill, CA,93.8%
Pleasant Hill, IA,99.1%
Pleasant Hills, OH,99.8%
Pleasant Prairie, WI,99.4%
Pleasant Ridge, MI,
Pleasant Run Farm, OH,96.8%
Pleasant Run, OH,83.3%
Pleasant View, TN,
Pleasant View, UT,
Pleasanton, CA,99.9%
Pleasantville, IA,
Pleasantville, NJ,99.7%
Pleasantville, NY,
Plover, WI,96.0%
Plum, PA,92.4%
Plymouth Meeting, PA,98.7%
Plymouth, IN,
Plymouth, MA,99.9%
Plymouth, MI,97.4%
Plymouth, MN,98.1%
Plymouth, NH,
Plymouth, OH,97.8%
Plymouth, WI,
Pocasset, MA,
Pocono Pines, PA,
Poinciana, FL,
Point Clear, AL,
Point Pleasant Beach, NJ,98.9%
Point Pleasant, NJ,107.7%
Point Roberts, WA,
Point Venture, TX,
Poipu, HI,96.6%
Poland, OH,
Polk City, IA,97.8%
Pomfret, NY,
Pomona, CA,100.3%
Pomona, NY,97.3%
Pompano Beach, FL,93.5%
Pompton Lakes, NJ,
Pompton Plains, NJ,113.5%
Ponca City, OK,97.6%
Ponce Inlet, FL,98.8%
Ponchatoula, LA,
Pontiac, IL,91.7%
Pontiac, MI,100.0%
Pontotoc, MS,
Poplar Bluff, MO,
Poplar Grove, IL,99.3%
Poquoson, VA,
Port Angeles, WA,
Port Arthur, TX,
Port Byron, IL,
Port Charlotte, FL,93.0%
Port Chester, NY,98.1%
Port Clinton, OH,96.5%
Port Deposit, MD,
Port Ewen, NY,
Port Hueneme, CA,99.0%
Port Huron, MI,100.0%
Port Isabel, TX,
Port Jefferson Station, NY,105.7%
Port Jefferson, NY,98.2%
Port Jervis, NY,
Port LaBelle, FL,87.5%
Port Mansfield, TX,
Port O'Connor, TX,
Port Orange, FL,96.6%
Port Orchard, WA,100.0%
Port Richey, FL,93.4%
Port Royal, SC,
Port Salerno, FL,96.7%
Port St. John, FL,
Port St. Lucie, FL,89.9%
Port Washington North, NY,99.1%
Port Washington, NY,100.0%
Port Washington, WI,100.5%
Port Wentworth, GA,
Portage Lakes, OH,
Portage, IN,
Portage, MI,98.5%
Portage, WI,
Porter, IN,
Porter, NY,
Porterville, CA,
Portland, CT,
Portland, ME,99.5%
Portland, MI,
Portland, OR,99.1%
Portola Hills, CA,100.1%
Portsmouth, NH,99.9%
Portsmouth, RI,100.2%
Portsmouth, VA,99.3%
Post Falls, ID,99.1%
Potomac Falls, VA,
Potomac Heights, MD,
Potomac, MD,101.8%
Potterville, MI,
Pottstown, PA,101.1%
Poughkeepsie, NY,101.5%
Poulsbo, WA,106.7%
Poway, CA,108.2%
Powder Springs, GA,100.0%
Powell, OH,98.7%
Powell, TN,
Prairie City, IA,
Prairie Creek, AR,
Prairie du Sac, WI,92.5%
Prairie Grove, IL,98.1%
Prairie Village, KS,
Prairieville, LA,
Prairiewood Village, SD,
Preakness, NJ,111.7%
Prescott Valley, AZ,
Prescott, AZ,93.1%
Prescott, WI,
Preston, TX,
Princeton Meadows, NJ,103.1%
Princeton, IL,
Princeton, NJ,
Princeton, TX,
Princeville, HI,98.3%
Prior Lake, MN,94.9%
Proctorsville, VT,
Prospect Heights, IL,99.0%
Prospect Park, NJ,
Prospect, KY,98.2%
Prosper, TX,
Providence, RI,99.7%
Providence, UT,
Provincetown, MA,99.7%
Provo, UT,98.0%
Puako, HI,
Pueblo West, CO,100.0%
Pueblo, CO,93.0%
Pughtown, PA,99.7%
Puhi, HI,96.5%
Pukalani, HI,
Pulaski, WI,
Pullman, WA,
Punaluu, HI,88.5%
Punta Gorda, FL,94.7%
Punta Rassa, FL,94.6%
Put-in-Bay, OH,
Putnam Lake, NY,
Putnam Valley, NY,
Putnam, CT,103.4%
Puyallup, WA,100.7%
Quakertown, PA,100.0%
Quechee, VT,98.4%
Queens Gate, PA,97.5%
Queensbury, NY,100.0%
Quincy, IL,93.9%
Quincy, MA,99.0%
Quincy, WA,
Raceland, KY,
Racine, WI,95.7%
Radford, VA,
Radisson, NY,
Radnor Township, PA,105.3%
Rafter J Ranch, WY,
Rahway, NJ,
Rainbow Springs, FL,
Raintree Plantation, MO,
Raleigh Hills, OR,91.2%
Raleigh, NC,98.4%
Ralston, NE,
Ramapo, NY,99.7%
Ramblewood, NJ,102.3%
Ramona, CA,100.6%
Ramsey, NJ,99.5%
Ramtown, NJ,
Rancho Cordova, CA,98.5%
Rancho Cucamonga, CA,99.9%
Rancho Mirage, CA,96.4%
Rancho Mission Viejo, CA,100.0%
Rancho Palos Verdes, CA,97.1%
Rancho San Diego, CA,100.2%
Rancho Santa Fe, CA,
Rancho Santa Margarita, CA,98.6%
Rancho Viejo, TX,
Ranchos de Taos, NM,
Randolph Town, MA,100.0%
Randolph, MA,100.0%
Randolph, WI,
Random Lake, WI,
Rantoul, IL,
Rapid City, SD,
Rarity Bay, TN,97.1%
Rathdrum, ID,
Ravenna, OH,102.3%
Raymond, NH,
Raynham, MA,
Raytown, MO,
Reading, MA,101.7%
Reading, OH,
Reading, PA,103.6%
Readlyn, IA,
Red Bank, NJ,100.5%
Red Feather Lakes, CO,
Red Hill, SC,97.4%
Red Hook, NY,
Red Lion, PA,100.0%
Red Lodge, MT,
Red River, NM,
Red Wing, MN,91.7%
Redan, GA,
Redding, CA,100.0%
Redington Beach, FL,
Redington Shores, FL,
Redland, MD,100.0%
Redlands, CA,100.0%
Redlands, CO,
Redmond, OR,
Redmond, WA,98.4%
Redondo Beach, CA,106.0%
Redwood City, CA,99.9%
Reedley, CA,
Reedsburg, WI,
Reedurban, OH,
Rehoboth, MA,
Reiffton, PA,
Reinbeck, IA,
Reisterstown, MD,88.0%
Reliez Valley, CA,
Reminderville, OH,99.4%
Rennerdale, PA,
Reno, NV,98.1%
Rensselaer, IN,
Rensselaer, NY,
Renton, WA,98.8%
Republic, MO,
Reston, VA,99.6%
Revere, MA,102.4%
Reynoldsburg, OH,101.5%
Rhinebeck, NY,
Rhode Island,,100.5%
Rialto, CA,95.3%
Rib Mountain, WI,
Richardson, TX,98.3%
Richfield, MN,100.0%
Richland, MI,93.3%
Richland, WA,96.6%
Richmond Heights, FL,
Richmond Heights, MO,
Richmond Heights, OH,
Richmond Hill, GA,98.8%
Richmond, CA,101.7%
Richmond, IL,
Richmond, IN,
Richmond, KY,94.0%
Richmond, MI,100.6%
Richmond, OH,
Richmond, RI,
Richmond, VA,101.6%
Richmond, VT,
Richton Park, IL,
Ridge Wood Heights, FL,
Ridge, NY,102.5%
Ridgecrest, CA,100.0%
Ridgefield Park, NJ,94.7%
Ridgefield, CT,105.2%
Ridgefield, NJ,101.1%
Ridgemark, CA,97.3%
Ridgewood, NJ,
Ridgway, CO,
Ridley Park, PA,
Rifle, CO,
Riga, NY,
Rio del Mar, CA,
Rio Grande, NJ,102.6%
Rio, FL,95.6%
Rio, VA,
Ripley, OH,
Ripon, CA,104.3%
Ripon, WI,111.1%
Rising Sun, IN,
Rittman, OH,
River Edge, NJ,100.0%
River Falls, WI,
River Forest, IL,99.3%
River Grove, IL,97.3%
River Park, FL,
River Ridge, LA,
River Road, NC,
Riverdale, IL,
Riverdale, NJ,103.8%
Riverdale, UT,
Riverhead, NY,102.6%
Riverlea, OH,
Riverside, AL,
Riverside, CA,99.6%
Riverside, CT,
Riverside, IA,
Riverside, IL,
Riverside, MD,102.3%
Riverside, NY,
Riverton, UT,97.0%
Riverton, WA,92.4%
Riverview, FL,100.7%
Riverview, MI,100.0%
Riviera Beach, FL,93.6%
Roanoke, IN,96.1%
Roanoke, VA,88.2%
Robbinsdale, MN,97.4%
Robbinsville Center, NJ,106.9%
Robbinsville, NJ,106.9%
Robertsville, NJ,
Robins, IA,100.0%
Rochester Hills, MI,98.4%
Rochester, MA,102.4%
Rochester, MI,98.0%
Rochester, MN,97.7%
Rochester, NH,100.0%
Rochester, NY,105.2%
Rochester, WI,
Rock Hill, MO,
Rock Hill, SC,101.5%
Rock Island, IL,99.5%
Rock Ridge, CT,
Rockaway Beach, MO,
Rockcreek, OR,
Rockford, IL,98.6%
Rockford, MI,
Rockland, MA,100.0%
Rockledge, FL,96.2%
Rocklin, CA,98.4%
Rockport, MA,91.7%
Rockport, TX,
Rockton, IL,100.0%
Rockville Centre, NY,97.5%
Rockville, CT,
Rockville, MD,99.1%
Rockwall, TX,97.8%
Rockwell, AR,
Rockwood, VA,
Rocky Point, NY,
Rocky River, OH,98.7%
Rodanthe, NC,
Roebling, NJ,
Rogers, AR,
Rogersville, TN,85.1%
Rogue River, OR,
Rohnert Park, CA,98.7%
Rolla, MO,
Rolling Hills Estates, CA,
Rolling Meadows, IL,101.8%
Rome City, IN,
Rome, GA,95.0%
Rome, NY,
Romeo, MI,
Romeoville, IL,104.0%
Romulus, MI,98.1%
Ronkonkoma, NY,101.7%
Roosevelt Park, MI,
Roscoe, IL,
Rose Hill, KS,
Rose Hill, VA,
Rose Hills, CA,100.0%
Roseburg, OR,97.0%
Rosedale, MD,
Roseland, FL,100.0%
Roseland, IN,
Roseland, NJ,98.5%
Roselle Park, NJ,
Roselle, IL,96.8%
Roselle, NJ,
Rosemead, CA,109.4%
Rosemont, CA,100.1%
Rosemont, IL,86.8%
Rosemont, PA,104.2%
Rosemount, MN,100.1%
Roseville, CA,98.1%
Roseville, MI,95.2%
Roseville, MN,98.9%
Roslyn Heights, NY,
Roslyn, NY,99.2%
Ross, OH,
Rossford, OH,
Rossmoor, CA,
Rossmoor, MD,101.2%
Rossmoor, NJ,95.3%
Rossville, MD,100.0%
Roswell, GA,97.0%
Roswell, NM,
Rothschild, WI,
Rotonda, FL,96.2%
Rotterdam, NY,
Round Hill Village, NV,
Round Lake Beach, IL,98.3%
Round Lake, IL,101.0%
Round Rock, TX,96.7%
Route 7 Gateway, CT,100.0%
Rowland Heights, CA,97.0%
Rowlett, TX,
Rowley, MA,
Roxborough Park, CO,
Roy, UT,97.6%
Royal Kunia, HI,99.0%
Royal Oak, MI,99.0%
Royal Palm Beach, FL,96.3%
Royersford, PA,
Rubidoux, CA,
Ruidoso Downs, NM,
Ruidoso, NM,
Rumson, NJ,92.6%
Runaway Bay, TX,
Running Y Ranch, OR,
Ruskin, FL,
Russell Gardens, NY,
Russells Point, OH,
Russellville, AR,
Ruston, WA,96.4%
Rutherford, NJ,102.1%
Rutland, MA,102.6%
Rutland, VT,97.8%
Rye Brook, NY,
Rye, NY,100.0%
Sackets Harbor, NY,
Saco, ME,100.6%
Sacramento, CA,97.6%
Saddle Brook Township, NJ,
Safety Harbor, FL,99.7%
Sag Harbor, NY,
Sagamore, MA,
Saginaw, MI,
Salem Lakes, WI,101.8%
Salem, MA,101.3%
Salem, NH,100.2%
Salem, NJ,
Salem, OH,
Salem, OR,99.7%
Salem, VA,
Salina, NY,
Salinas, CA,98.8%
Saline, MI,98.7%
Salisbury, MA,100.0%
Salisbury, NC,
Salisbury, NY,
Sallisaw, OK,95.8%
Salmon Brook, CT,
Salmon Creek, WA,98.6%
Salt Lake City, UT,98.6%
Sammamish, WA,99.0%
Samsula-Spruce Creek, FL,
San Angelo, TX,
San Anselmo, CA,
San Antonio, TX,95.5%
San Benito, TX,
San Bernardino, CA,99.5%
San Bruno, CA,101.0%
San Carlos Park, FL,95.0%
San Carlos, CA,103.3%
San Castle, FL,
San Clemente, CA,98.1%
San Diego Country Estates, CA,102.4%
San Diego, CA,99.3%
San Dimas, CA,100.9%
San Fernando, CA,100.2%
San Francisco, CA,102.3%
San Gabriel, CA,95.9%
San Jacinto, CA,95.5%
San Joaquin Hills, CA,
San Jose, CA,100.3%
San Juan Capistrano, CA,95.0%
San Leandro, CA,
San Lorenzo, CA,
San Luis Obispo, CA,99.6%
San Marcos, CA,99.1%
San Marcos, TX,97.2%
San Mateo, CA,99.7%
San Pablo, CA,98.2%
San Pasqual, CA,
San Rafael, CA,94.8%
San Ramon, CA,97.9%
San Simeon, CA,
Sanatoga, PA,101.1%
Sand Springs, OK,95.7%
Sandpoint, ID,100.0%
Sandusky, OH,109.0%
Sandwich, IL,
Sandwich, MA,97.9%
Sandy Hook, CT,
Sandy Springs, GA,97.4%
Sandy, OR,
Sandy, UT,99.8%
Sanford, FL,96.4%
Sanford, ME,100.0%
Sanford, MI,
Sanford, NC,97.9%
Sanibel, FL,90.8%
Sans Souci, SC,
Santa Ana, CA,100.1%
Santa Barbara, CA,99.1%
Santa Clara, CA,101.1%
Santa Clara, UT,
Santa Clarita, CA,99.5%
Santa Cruz, CA,98.6%
Santa Fe Springs, CA,
Santa Fe, NM,99.5%
Santa Maria, CA,99.8%
Santa Monica, CA,97.6%
Santa Paula, CA,98.6%
Santa Rosa, CA,99.6%
Santa Venetia, CA,
Santa Ynez, CA,
Santaquin, UT,
Santee, CA,99.1%
Santee, SC,95.9%
Sappington, MO,98.8%
Saranac Lake, NY,
Saranac, MI,
Saranap, CA,
Sarasota Springs, FL,
Sarasota, FL,94.1%
Saratoga Springs, NY,99.4%
Saratoga Springs, UT,99.4%
Saratoga, CA,99.2%
Satellite Beach, FL,95.4%
Satsuma, AL,
Saugatuck, CT,95.9%
Saugatuck, MI,
Saugus, MA,
Sauk City, WI,
Saukville, WI,102.3%
Sausalito, CA,
Savage, MN,
Savannah, GA,97.1%
Savoy, IL,102.0%
Saw Creek, PA,
Sawgrass, FL,95.6%
Saxapahaw, NC,
Saxonburg, PA,
Saybrook Manor, CT,
Saybrook-on-the-Lake, OH,94.6%
Saylorville, IA,
Sayre, OK,
Sayreville, NJ,110.4%
Sayville, NY,107.3%
Scaggsville, MD,
Scarborough, ME,106.0%
Scarsdale, NY,99.5%
Schaumburg, IL,98.9%
Schenectady, NY,
Schererville, IN,98.6%
Schiller Park, IL,
Schofield, WI,
Schwenksville, PA,96.7%
Scituate, MA,
Scituate, RI,100.0%
Scotchtown, NY,101.9%
Scotia, NY,
Scottdale, GA,
Scotts Valley, CA,99.8%
Scottsdale, AZ,96.5%
Scranton, PA,
Sea Bright, NJ,102.4%
Sea Isle City, NJ,98.8%
Sea Ranch, CA,
Seabrook Beach, NH,
Seabrook Island, SC,95.7%
Seabrook, MD,95.5%
Seabrook, TX,
Seaford, NY,104.9%
Seal Beach, CA,98.4%
Searcy, AR,97.9%
Seaside Heights, NJ,97.8%
Seaside Park, NJ,95.5%
Seaside, CA,
Seaside, OR,98.0%
SeaTac, WA,100.6%
Seattle, WA,98.4%
Sebastian, FL,
Sebastopol, CA,
Sebring, FL,
Secaucus, NJ,104.0%
Sedona, AZ,98.6%
Sedro Woolley, WA,
Seguin, TX,
Selah, WA,
Selden, NY,
Sellersburg, IN,
Sellersville, PA,
Seminole, FL,91.1%
Seneca, SC,
Sequim, WA,99.0%
Sergeant Bluff, IA,
Setauket-East Setauket, NY,102.7%
Seven Corners, VA,97.8%
Seven Devils, NC,
Seven Fields, PA,
Seven Hills, OH,
Seven Trees, CA,
Seventh Mountain, OR,94.7%
Severn, MD,
Severna Park, MD,
Sevierville, TN,95.2%
Seville, OH,102.3%
Sewall's Point, FL,
Sewell, NJ,100.9%
Sewickley, PA,99.8%
Seymour, IN,
Seymour, TN,
Seymour, WI,100.0%
Shaker Heights, OH,100.2%
Shalimar, FL,96.9%
Shanor-Northvue, PA,
Sharon, CT,
Sharon, MA,97.9%
Sharonville, OH,98.8%
Sharpes, FL,82.5%
Shaver Lake, CA,98.6%
Shaw Heights, CO,
Shawano, WI,98.2%
Shawnee, KS,
Shawnee, OK,
Sheboygan Falls, WI,100.4%
Sheboygan, WI,99.0%
Sheffield Lake, OH,98.5%
Sheffield, OH,93.6%
Shelburne Falls, MA,97.2%
Shelburne, MA,
Shelburne, VT,100.0%
Shelby, NC,
Shelby, OH,99.3%
Shelbyville, IN,
Shelbyville, KY,96.0%
Shelbyville, TN,96.4%
Shelton, CT,105.2%
Shepherdsville, KY,97.8%
Sherborn, MA,
Sheridan, AR,
Sheridan, WY,
Sherman, TX,
Sherrard, IL,
Sherrelwood, CO,
Sherwood Manor, CT,103.6%
Sherwood, AR,
Sherwood, OR,99.6%
Sherwood, WI,
Shields, MI,101.0%
Shillington, PA,100.0%
Shiloh, PA,
Shinnecock Hills, NY,
Ship Bottom, NJ,100.0%
Shirley, MA,
Shirley, NY,99.6%
Shoreham, MI,
Shoreline, WA,99.4%
Shoreview, MN,98.2%
Shorewood, IL,95.9%
Shorewood, WI,105.1%
Short Pump, VA,100.2%
Show Low, AZ,94.3%
Shreveport, LA,100.3%
Shrewsbury, MA,102.5%
Shrewsbury, MO,97.7%
Shrewsbury, NJ,100.0%
Shrub Oak, NY,
Sicklerville, NJ,
Sidney, OH,95.3%
Sienna Plantation, TX,
Sienna, TX,
Sierra Madre, CA,
Sierra Vista, AZ,
Siesta Key, FL,95.2%
Signal Hill, CA,99.1%
Sikeston, MO,
Silt, CO,
Silver City, NM,
Silver Firs, WA,102.9%
Silver Hill, MD,96.7%
Silver Lake, NC,
Silver Lake, NJ,
Silver Lake, WI,
Silver Lakes, CA,
Silver Spring, MD,99.2%
Silver Springs Shores, FL,95.8%
Silverado Resort, CA,
Silverdale, WA,
Silverthorne, CO,
Silvis, IL,
Simi Valley, CA,99.6%
Simpsonville, KY,95.5%
Simpsonville, SC,81.3%
Simsbury Center, CT,101.9%
Singac, NJ,114.0%
Sioux City, IA,
Sioux Falls, SD,97.2%
Sisters, OR,95.5%
Six Mile Run, NJ,
Sixteen Mile Stand, OH,
Skaneateles, NY,
Skidaway Island, GA,97.3%
Skippack, PA,100.0%
Skokie, IL,98.0%
Sky Lake, FL,97.4%
Slater, IA,
Sleepy Hollow, IL,
Sleepy Hollow, NY,
Slidell, LA,
Slinger, WI,100.1%
Slippery Rock, PA,
Smithfield, PA,
Smithfield, RI,102.0%
Smithfield, UT,
Smithfield, VA,
Smithtown, NY,102.3%
Smithville-Sanders, IN,96.1%
Smithville, NJ,96.4%
Smithville, OH,
Smokey Point, WA,
Smyrna, GA,98.3%
Smyrna, TN,98.5%
Sneads Ferry, NC,
Snohomish, WA,100.0%
Snoqualmie Pass, WA,
Snoqualmie, WA,
Snowmass Village, CO,92.7%
Snyderville, UT,96.4%
Socastee, SC,94.7%
Society Hill, NJ,
Soda Springs, CA,103.5%
Solana Beach, CA,98.9%
Soledad, CA,100.0%
Solomons, MD,100.0%
Solon, IA,
Solon, OH,
Solvang, CA,
Somerdale, NJ,
Somers Point, NJ,
Somers, CT,
Somers, MT,
Somers, NY,98.0%
Somers, WI,
Somerset, KY,
Somerset, NJ,
Somersworth, NH,100.0%
Somerville, MA,98.9%
Somonauk, IL,
Sonoma, CA,98.5%
Sonterra, TX,101.7%
South Amboy, NJ,
South Amherst, MA,
South Beach, FL,87.6%
South Beloit, IL,98.5%
South Bend, IN,100.1%
South Berwick, ME,
South Blooming Grove, NY,
South Bradenton, FL,97.0%
South Bristol, NY,85.0%
South Burlington, VT,100.5%
South Carolina,,96.4%
South Charleston, WV,
South Coventry, CT,
South Dakota,,97.2%
South Daytona, FL,
South Deerfield, MA,
South Dennis, MA,
South Duxbury, MA,
South El Monte, CA,
South Elgin, IL,
South Eliot, ME,
South Euclid, OH,96.9%
South Fulton, GA,94.0%
South Gate Ridge, FL,
South Gate, CA,
South Gate, MD,
South Greeley, WY,
South Greensburg, PA,
South Gull Lake, MI,
South Hadley, MA,
South Hill, WA,102.3%
South Holland, IL,
South Hooksett, NH,100.1%
South Jacksonville, IL,
South Jordan, UT,99.6%
South Kingstown, RI,100.6%
South Lake Tahoe, CA,89.5%
South Lakes, AK,
South Laurel, MD,
South Lyon, MI,96.7%
South Miami Heights, FL,
South Miami, FL,97.9%
South Milwaukee, WI,102.7%
South Monroe, MI,
South Nyack, NY,91.4%
South Ogden, UT,100.0%
South Padre Island, TX,
South Palm Beach, FL,91.2%
South Park Township, PA,
South Pasadena, CA,101.5%
South Pasadena, FL,96.8%
South Patrick Shores, FL,95.1%
South Plainfield, NJ,
South Portland, ME,100.5%
South Riding, VA,
South Rockwood, MI,
South Russell, OH,
South Salt Lake, UT,99.8%
South San Francisco, CA,98.5%
South San Gabriel, CA,
South San Jose Hills, CA,
South Sanford, ME,
South Sarasota, FL,97.5%
South Sioux City, NE,
South St. Paul, MN,
South Toms River, NJ,
South Venice, FL,
South Wenatchee, WA,91.7%
South Whittier, CA,101.6%
South Wilton, CT,
South Windham, CT,103.0%
South Windham, ME,
South Woodstock, CT,99.0%
South Yarmouth, MA,
Southampton, MA,
Southampton, NY,
Southaven, MS,
Southborough, MA,
Southbridge Town, MA,101.6%
Southbridge, MA,101.6%
Southchase, FL,
Southeast, NY,103.0%
Southern Pines, NC,99.2%
Southfield, MI,99.8%
Southgate, FL,
Southgate, KY,93.5%
Southgate, MI,
Southglenn, CO,98.6%
Southlake, TX,98.4%
Southmont, PA,
Southold, NY,
Southport, CT,102.7%
Southport, NC,96.8%
Southwick, MA,
Southwood Acres, CT,104.7%
Spanaway, WA,
Spanish Fork, UT,
Sparks, MD,
Sparks, NV,97.7%
Sparta, MI,100.2%
Spartanburg, SC,99.0%
Spearfish, SD,
Spencer, IA,94.2%
Spencer, IN,
Spencer, MA,
Spencerport, NY,
Spicer, MN,97.1%
Spirit Lake, IA,97.0%
Spokane Valley, WA,98.9%
Spokane, WA,99.6%
Spotswood, NJ,
Spotsylvania Courthouse, VA,
Spring Arbor, MI,
Spring City, TN,
Spring Green, WI,
Spring Grove, PA,
Spring Hill, FL,98.1%
Spring Hill, IN,97.1%
Spring Hill, TN,99.3%
Spring Lake Heights, NJ,108.8%
Spring Lake, MI,
Spring Lake, NC,
Spring Lake, NJ,
Spring Park, MN,
Spring Ridge, MD,100.0%
Spring Valley Lake, CA,
Spring Valley, CA,98.9%
Spring Valley, NV,98.0%
Spring Valley, NY,97.9%
Spring, TX,
Springboro, OH,99.7%
Springdale, AR,
Springdale, NJ,110.0%
Springdale, OH,99.4%
Springdale, UT,
Springfield Township, OH,99.2%
Springfield, IL,95.0%
Springfield, LA,
Springfield, MA,104.3%
Springfield, MO,
Springfield, OH,96.9%
Springfield, OR,98.0%
Springfield, PA,
Springfield, TN,97.1%
Springfield, VA,
Springvale, ME,100.0%
Springville, UT,98.5%
Spurgeon, TN,99.6%
St. Albans, VT,100.0%
St. Anthony, MN,99.6%
St. Augustine Beach, FL,96.6%
St. Augustine Shores, FL,96.8%
St. Augustine, FL,95.0%
St. Bernard, OH,100.0%
St. Charles, IL,100.0%
St. Charles, MD,
St. Charles, MO,100.1%
St. Clair Shores, MI,98.1%
St. Clair, MI,96.8%
St. Clair, MO,
St. Clairsville, OH,
St. Cloud, FL,80.0%
St. Cloud, MN,94.8%
St. Davids, PA,
St. Francis, WI,100.8%
St. Francisville, LA,
St. George, MO,100.4%
St. George, SC,
St. George, UT,98.7%
St. Helena, CA,
St. Helens, OR,
St. James City, FL,
St. James, NC,98.6%
St. James, NY,103.2%
St. John, IN,97.3%
St. Johns, MI,
St. Joseph, MI,96.5%
St. Joseph, MO,
St. Louis Park, MN,98.8%
St. Louis, MO,97.7%
St. Mary's, CO,
St. Marys, OH,97.3%
St. Matthews, KY,98.0%
St. Paris, OH,
St. Paul Park, MN,
St. Paul, MN,96.5%
St. Pete Beach, FL,94.9%
St. Peters, MO,98.9%
St. Petersburg, FL,94.3%
St. Robert, MO,
St. Rose, LA,
St. Simons, GA,97.4%
Stafford Courthouse, VA,
Stafford Springs, CT,105.9%
Stallings, NC,
Stallion Springs, CA,99.1%
Stamford, CT,101.8%
Standish, ME,98.3%
Stanford, CA,
Stansbury Park, UT,
Stanton, CA,100.5%
Stanwood, WA,98.6%
Staples, CT,117.5%
Stapleton, AL,
Star City, WV,
Starkville, MS,
State College, PA,99.3%
Stateline, NV,98.9%
Statesboro, GA,
Statesville, NC,96.1%
Staunton, VA,92.2%
Steamboat Springs, CO,97.0%
Steilacoom, WA,
Steiner Ranch, TX,
Stephens City, VA,
Stepney, CT,100.3%
Sterling Heights, MI,99.1%
Sterling, CO,
Sterling, IL,
Sterling, OK,
Sterling, VA,100.0%
Steubenville, OH,102.9%
Stevens Point, WI,
Stevenson Ranch, CA,
Stevensville, MD,
Stewartstown, PA,
Stickney, IL,
Stillman Valley, IL,
Stillwater, MN,96.5%
Stillwater, OK,94.6%
Stock Island, FL,
Stockbridge, GA,100.6%
Stockbridge, MA,
Stockbridge, MI,98.5%
Stockton, CA,98.0%
Stone Harbor, NJ,95.9%
Stone Mountain, GA,
Stone Ridge, VA,102.8%
Stonecrest, GA,94.3%
Stonegate, CO,98.0%
Stoneham, MA,102.4%
Stonington, CT,
Stony Brook, NY,
Stony Point, NY,
Storm Lake, IA,99.1%
Storrs, CT,
Story City, IA,
Stoughton, MA,100.6%
Stoughton, WI,
Stow, MA,
Stow, OH,99.9%
Strasburg, CO,
Strasburg, OH,95.9%
Stratford Downtown, CT,
Stratford, CT,98.0%
Stratford, NJ,
Stratford, WI,
Strathmere, NJ,
Strathmore, NJ,106.3%
Stratton Mountain, VT,97.0%
Strawberry, CA,
Streamwood, IL,102.8%
Streetsboro, OH,
Strongsville, OH,101.1%
Stroudsburg, PA,96.0%
Stuart, FL,95.7%
Sturgis, MI,
Sturtevant, WI,95.6%
Suamico, WI,102.3%
Sudbury, MA,103.8%
Sudden Valley, WA,98.3%
Sudley, VA,
Suffern, NY,107.9%
Suffield Depot, CT,
Suffolk, VA,99.5%
Sugar Grove, IL,
Sugar Land, TX,
Sugarcreek, OH,
Sugarland Run, VA,
Sugarmill Woods, FL,
Suisun City, CA,
Suitland, MD,95.8%
Sullivan, MO,
Sullivan, NY,
Sullivan's Island, SC,
Sully Square, VA,102.1%
