city,state,singel_family
Middletown, CA,
Middletown, CT,105.5%
Middletown, DE,99.0%
Middletown, IA,92.9%
Middletown, IL,
Middletown, IN,89.9%
Middletown, KY,98.1%
Middletown, MD,100.7%
Middletown, MI,98.7%
Middletown, NY,101.1%
Middletown, OH,99.1%
Middletown, PA,95.1%
Middletown, RI,94.3%
Middletown, VA,100.4%
Middleville, NY,
Middleway, WV,
Midfield, AL,87.0%
Midland City, AL,100.5%
Midland Park, NJ,107.2%
Midland, AR,
Midland, CO,
Midland, MD,
Midland, MI,101.2%
Midland, NC,98.8%
Midland, OH,
Midland, PA,
Midland, TX,
Midland, VA,
Midland, WA,100.1%
Midlothian, IL,101.0%
Midlothian, MD,
Midlothian, TX,97.2%
Midlothian, VA,101.1%
Midtown, TN,
Midvale, OH,102.2%
Midvale, UT,98.7%
Midville, GA,
Midway City, CA,110.9%
Midway North, TX,
Midway South, TX,
Midway, AR,95.6%
Midway, FL,97.4%
Midway, GA,99.2%
Midway, KY,
Midway, NC,100.1%
Midway, NM,
Midway, OH,
Midway, PA,97.3%
Midway, UT,91.4%
Midwest City, OK,98.3%
Mier, IN,
Miesville, MN,99.3%
Mifflin, OH,
Mifflinburg, PA,99.6%
Mifflinville, PA,
Mignon, AL,
Mila Doce, TX,
Milaca, MN,100.6%
Milan, IL,101.6%
Milan, KS,
Milan, MI,101.3%
Milan, NM,
Milan, NY,108.4%
Milan, OH,
Milan, TN,97.6%
Mildred, TX,
Milesburg, PA,100.1%
Milford Center, OH,
Milford Mill, MD,111.6%
Milford Square, PA,
Milford, CA,101.7%
Milford, CT,101.2%
Milford, IA,98.4%
Milford, IN,93.1%
Milford, KS,
Milford, MA,105.5%
Milford, ME,92.1%
Milford, MI,103.0%
Milford, NE,
Milford, NH,102.9%
Milford, NJ,95.7%
Milford, NY,
Milford, OH,102.0%
Milford, PA,97.9%
Milford, TX,
Mililani Mauka, HI,100.2%
Mililani Town, HI,100.7%
Mill City, OR,111.4%
Mill Creek East, WA,100.0%
Mill Creek, WA,100.0%
Mill Creek, WV,
Mill Hall, PA,
Mill Neck, NY,85.0%
Mill Plain, CT,94.2%
Mill Plain, WA,99.6%
Mill Valley, CA,104.6%
Mill Village, PA,102.5%
Milladore, WI,96.1%
Millbrae, CA,109.7%
Millbrook, AL,98.1%
Millbrook, IL,
Millbrook, NY,
Millburg, MI,
Millbury, MA,102.4%
Millbury, OH,
Millcreek, UT,99.1%
Milledgeville, GA,93.3%
Milledgeville, TN,
Miller Place, NY,105.9%
Miller, NE,
Millers Creek, NC,
Millers Falls, MA,
Millers Lake, MI,
Millersburg, IL,
Millersburg, IN,97.6%
Millersburg, KY,
Millersburg, OR,100.6%
Millersburg, PA,
Millersport, OH,97.4%
Millerstown, PA,
Millersville, MD,104.2%
Millersville, MO,
Millersville, PA,100.9%
Millersville, TN,99.9%
Millerton, CA,
Millerton, NY,
Millerville, MN,100.0%
Millfield, OH,
Millheim, PA,92.1%
Millhousen, IN,
Millican, TX,
Milliken, CO,100.5%
Millingport, NC,
Millington, IL,
Millington, NJ,102.6%
Millington, TN,99.0%
Millinocket, ME,98.2%
Millis-Clicquot, MA,97.9%
Millis, MA,97.9%
Millport, NY,
Millry, AL,
Mills River, NC,95.0%
Mills, WY,99.7%
Millsap, TX,103.8%
Millsboro, PA,
Millstadt, IL,105.6%
Millstone, NJ,
Milltown, NJ,104.5%
Millvale, PA,
Millville, CA,95.4%
Millville, MA,99.2%
Millville, MN,104.1%
Millville, NJ,98.9%
Millville, OH,
Millville, PA,
Millville, UT,97.4%
Millwood, NY,
Millwood, PA,
Millwood, WA,100.4%
Milmay, NJ,
Milner, GA,100.2%
Milo, IA,
Milo, NY,97.0%
Milpitas, CA,104.8%
Milroy, PA,105.3%
Milstead, GA,93.1%
Milton Center, OH,
Milton Mills, NH,
Milton-Freewater, OR,96.5%
Milton, FL,99.3%
Milton, GA,98.4%
Milton, IN,
Milton, KS,97.2%
Milton, LA,100.8%
Milton, MA,100.1%
Milton, NH,
Milton, NY,99.5%
Milton, PA,95.3%
Milton, VT,96.6%
Milton, WA,101.6%
Milton, WI,95.5%
Milton, WV,
Miltona, MN,98.4%
Milwaukee, NC,
Milwaukee, WI,101.0%
Milwaukie, OR,100.8%
Mimbres, NM,
Mims, FL,97.8%
Mina, NY,
Mina, SD,
Minatare, NE,
Minburn, IA,
Minco, OK,93.3%
Minden, IA,99.2%
Minden, LA,93.4%
Minden, NE,94.6%
Minden, NV,98.1%
Minden, NY,
Mindoro, WI,
Mineola, IA,
Mineola, NY,103.2%
Miner, MO,101.7%
Mineral City, OH,
Mineral Point, WI,95.0%
Mineral Ridge, OH,85.9%
Mineral Springs, NC,99.1%
Mineral Wells, TX,93.6%
Mineral, CA,96.8%
Mineral, IL,
Mineral, WA,
Mineralwells, WV,97.2%
Minersville, PA,99.1%
Minerva Park, OH,101.1%
Minerva, OH,98.8%
Minetto, NY,106.9%
Minford, OH,
Mingo Junction, OH,107.2%
Mingo, IA,
Mingoville, PA,
Mingus, TX,
Minier, IL,
Minisink, NY,97.3%
Minkler, CA,97.9%
Minneapolis, KS,
Minneapolis, MN,100.9%
Minnehaha, WA,98.4%
Minneiska, MN,98.6%
Minneola, FL,98.0%
Minneota, MN,95.8%
Minnesota,,99.3%
Minnesota City, MN,
Minnesott Beach, NC,96.2%
Minnetonka Beach, MN,95.0%
Minnetonka, MN,99.7%
Minnetrista, MN,100.3%
Minoa, NY,106.2%
Minonk, IL,92.3%
Minooka, IL,100.5%
Minor, AL,112.8%
Minorca, LA,
Minot, ND,97.3%
Minster, OH,95.0%
Mint Hill, NC,98.6%
Minturn, CO,
Mira Loma, CA,99.7%
Mira Monte, CA,99.3%
Miracle Valley, AZ,
Miramar Beach, FL,95.9%
Miramar, FL,97.1%
Miramiguoa Park, MO,
Miranda, CA,83.5%
Mirrormont, WA,98.4%
Misenheimer, NC,
Mishawaka, IN,99.3%
Mishicot, WI,95.0%
Misquamicut, RI,
Mission Bend, TX,96.2%
Mission Canyon, CA,93.4%
Mission Hills, CA,112.4%
Mission Hills, KS,
Mission Viejo, CA,99.6%
Mission Woods, KS,
Mission, KS,
Mission, OR,
Mission, TX,97.4%
Mississippi,,96.8%
Missoula, MT,
Missouri,,98.2%
Missouri City, MO,
Missouri City, TX,96.5%
Missouri Valley, IA,95.9%
Mitchell Heights, WV,
Mitchell, IL,
Mitchell, IN,95.1%
Mitchell, NE,95.5%
Mitchell, SD,96.7%
Mitchellville, IA,97.8%
Mitchellville, MD,100.6%
Mitchellville, TN,
Mitiwanga, OH,
Mizpah, NJ,
Moapa Town, NV,
Moapa Valley, NV,96.2%
Moberly, MO,109.1%
Mobile, AL,97.2%
Mocanaqua, PA,
Mockingbird Valley, KY,
Mocksville, NC,95.1%
Moclips, WA,
Modale, IA,98.4%
Modena, PA,
Modesto, CA,99.5%
Modesto, IL,104.1%
Mogadore, OH,105.8%
Mogul, NV,96.3%
Mohall, ND,93.8%
Mohave Valley, AZ,100.0%
Mohawk, MI,108.7%
Mohawk, NY,99.5%
Mohnton, PA,100.0%
Mohrsville, PA,
Moira, NY,100.5%
Mojave, CA,100.5%
Mokane, MO,
Mokena, IL,97.7%
Mokuleia, HI,
Molalla, OR,100.4%
Molena, GA,91.4%
Moline Acres, MO,91.7%
Moline, IL,99.6%
Molino, FL,
Momence, IL,93.4%
Momeyer, NC,
Mona, UT,
Monaca, PA,93.5%
Monarch Mill, SC,
Monaville, WV,
Moncks Corner, SC,99.0%
Moncure, NC,
Mondamin, IA,100.0%
Monee, IL,98.5%
Monessen, PA,87.7%
Moneta, VA,100.0%
Monette, AR,98.8%
Money Island, NJ,
Monfort Heights, OH,100.5%
Monkton, MD,
Monmouth Beach, NJ,92.4%
Monmouth Junction, NJ,104.2%
Monmouth, OR,99.4%
Mono Vista, CA,98.8%
Monomoscoy Island, MA,
Monona, WI,105.2%
Monongah, WV,89.9%
Monongahela, PA,99.4%
Monroe Center, IL,
Monroe City, IN,
Monroe Manor, NJ,100.4%
Monroe North, WA,98.9%
Monroe, GA,99.0%
Monroe, IA,100.0%
Monroe, IN,
Monroe, LA,97.3%
Monroe, MA,
Monroe, MI,96.6%
Monroe, NC,98.3%
Monroe, NE,
Monroe, NY,98.6%
Monroe, OH,98.2%
Monroe, OR,96.3%
Monroe, PA,
Monroe, SD,
Monroe, WA,99.2%
Monroe, WI,98.1%
Monroeville, IN,
Monroeville, OH,
Monroeville, PA,98.6%
Monrovia, CA,99.2%
Monrovia, IN,98.7%
Monrovia, MD,99.6%
Monsey, NY,
Monson Center, MA,
Monson, CA,
Monson, MA,100.8%
Mont Alto, PA,92.0%
Mont Belvieu, TX,98.7%
Mont Clare, PA,85.9%
Montague, MA,96.9%
Montague, MI,95.8%
Montalvin Manor, CA,99.6%
Montana,,
Montana City, MT,
Montandon, PA,
Montaqua, MT,
Montara, CA,102.1%
Montauk, NY,94.5%
Montclair, CA,98.7%
Montclair, NJ,117.5%
Montclair, VA,100.3%
Monte Alto, TX,
Monte Rio, CA,97.3%
Monte Sereno, CA,109.0%
Montebello, CA,102.0%
Montebello, NY,100.3%
Montecito, CA,96.4%
Montegut, LA,
Montello, NV,
Monterey Park Tract, CA,
Monterey Park, CA,103.7%
Monterey, CA,99.1%
Monterey, LA,
Monterey, MA,
Monterey, TN,
Montesano, WA,98.7%
Montevallo, AL,99.0%
Montezuma, CO,
Montezuma, IN,
Montezuma, NY,115.1%
Montezuma, OH,
Montfort, WI,
Montgomery Creek, CA,
Montgomery Village, MD,99.3%
Montgomery, AL,97.0%
Montgomery, GA,98.2%
Montgomery, IL,100.0%
Montgomery, IN,97.0%
Montgomery, LA,
Montgomery, MA,
Montgomery, MI,96.0%
Montgomery, MN,99.6%
Montgomery, NY,103.9%
Montgomery, OH,101.3%
Montgomery, PA,
Montgomery, TX,96.3%
Montgomery, WV,88.4%
Montgomeryville, PA,101.5%
Monticello, FL,99.0%
Monticello, GA,98.3%
Monticello, IA,98.2%
Monticello, IL,99.0%
Monticello, LA,
Monticello, MN,99.6%
Monticello, WI,100.0%
Montmorenci, IN,
Montoursville, PA,100.0%
Montpelier, IA,
Montpelier, LA,
Montpelier, MD,
Montpelier, ND,
Montpelier, VT,98.6%
Montreat, NC,
Montrose Manor, PA,
Montrose-Ghent, OH,100.4%
Montrose, CO,98.3%
Montrose, IA,106.5%
Montrose, IL,
Montrose, MI,100.0%
Montrose, MN,100.5%
Montrose, NY,106.3%
Montrose, SD,96.0%
Montrose, VA,101.4%
Montura, FL,90.7%
Montvale, NJ,105.8%
Montvale, VA,
Montverde, FL,98.5%
Montville, NJ,102.7%
Montz, LA,
Monument Beach, MA,
Monument Hills, CA,94.9%
Monument, CO,
Monument, NM,
Mooar, IA,
Moodus, CT,106.4%
Moody, AL,101.6%
Moody, TX,
Moodys, OK,
Mooers, NY,
Moon Lake, FL,94.4%
Moonachie, NJ,
Moore, ID,
Moore, OK,98.8%
Moore, TX,
Moorefield Station, VA,
Moorefield, AR,95.0%
Moorefield, VA,
Mooreland, IN,
Mooreland, OK,93.0%
Moores Hill, IN,104.4%
Moores Mill, AL,99.7%
Moores Mill, PA,
Mooresboro, NC,
Mooresburg, TN,100.0%
Moorestown-Lenola, NJ,100.7%
Mooresville, AL,
Mooresville, IN,98.0%
Mooresville, MS,
Mooresville, NC,98.6%
Mooreton, ND,
Mooreville, MS,
Moorhead, MS,
Mooringsport, LA,
Moorland, KY,
Moorpark, CA,98.6%
Moose Creek, AK,
Moose Run, PA,
Moose Wilson Road, WY,
Moosic, PA,98.5%
Moosup, CT,108.9%
Morada, CA,94.3%
Moraga, CA,102.8%
Moraine, OH,108.1%
Moravia, NY,96.4%
Moravian Falls, NC,97.3%
Moreau, NY,101.9%
Morehead City, NC,92.8%
Moreland Hills, OH,93.5%
Moreland, GA,90.5%
Moreland, ID,
Morenci, MI,96.7%
Moreno Valley, CA,100.5%
Morgan City, LA,85.0%
Morgan Heights, CO,
Morgan Hill, CA,99.8%
Morgan Hill, PA,
Morgan, UT,96.3%
Morgan's Point Resort, TX,97.5%
Morgan's Point, TX,
Morgandale, OH,83.1%
Morganton, NC,96.0%
Morgantown, IN,94.5%
Morgantown, KY,
Morgantown, MS,
Morgantown, PA,
Morgantown, WV,92.2%
Morganville, NJ,102.1%
Morganza, LA,97.6%
Moriches, NY,97.3%
Morley, IA,
Morley, MI,
Morley, MO,101.2%
Mormon Lake, AZ,
Morning Glory, TX,
Morningside, MD,99.4%
Moro, IL,
Morocco, IN,100.8%
Morongo Valley, CA,96.6%
Morral, OH,
Morrice, MI,85.7%
Morrill, NE,
Morris Plains, NJ,104.5%
Morris, AL,98.0%
Morris, IL,102.1%
Morris, NY,96.5%
Morris, OK,100.0%
Morrisdale, PA,
Morrison, CO,98.1%
Morrison, IA,
Morrison, IL,91.0%
Morrison, TN,
Morrisonville, IL,92.7%
Morrisonville, NY,97.6%
Morriston, FL,99.6%
Morristown, AZ,
Morristown, IN,100.0%
Morristown, MN,100.0%
Morristown, NJ,105.7%
Morristown, NY,96.2%
Morristown, OH,
Morristown, TN,98.2%
Morrisville, MO,
Morrisville, NC,98.9%
Morrisville, NY,95.9%
Morrisville, PA,102.1%
Morro Bay, CA,98.9%
Morrow, AR,
Morrow, GA,98.5%
Morrow, OH,99.9%
Morse Bluff, NE,
Morse, LA,
Morton Grove, IL,99.6%
Morton, IL,98.0%
Morton, PA,103.4%
Morton, WA,98.9%
Mortons Gap, KY,
Morven, GA,
Morven, NC,94.6%
Moscow Mills, MO,102.2%
Moscow, ID,98.6%
Moscow, MD,
Moscow, OH,
Moscow, PA,93.4%
Moscow, TN,100.2%
Moseleyville, KY,
Moses Lake North, WA,97.5%
Moses Lake, WA,100.1%
Moshannon, PA,
Mosheim, TN,96.0%
Mosier, OR,
Mosinee, WI,100.8%
Moskowite Corner, CA,
Moss Beach, CA,102.9%
Moss Bluff, LA,100.0%
Moss Landing, CA,
Moss Point, MS,89.6%
Mosses, AL,
Mossville, IL,90.9%
Mossyrock, WA,100.0%
Motley, VA,
Moulton, AL,96.2%
Moultrie, GA,102.7%
Mound Bayou, MS,
Mound City, KS,
Mound Valley, KS,
Mound, MN,97.8%
Mound, TX,
Moundridge, KS,96.9%
Mounds View, MN,99.8%
Mounds, OK,101.1%
Moundsville, WV,94.7%
Moundville, AL,98.6%
Mount Aetna, MD,96.3%
Mount Aetna, PA,100.0%
Mount Airy, GA,98.7%
Mount Airy, MD,103.2%
Mount Airy, NC,95.5%
Mount Angel, OR,100.0%
Mount Arlington, NJ,105.5%
Mount Auburn, IA,
Mount Auburn, IL,
Mount Auburn, IN,
Mount Ayr, IN,
Mount Blanchard, OH,
Mount Briar, MD,
Mount Calvary, WI,84.7%
Mount Carbon, PA,
Mount Carmel, FL,
Mount Carmel, IN,
Mount Carmel, OH,101.3%
Mount Carmel, PA,102.5%
Mount Carmel, TN,95.0%
Mount Charleston, NV,
Mount Clare, IL,
Mount Clemens, MI,98.4%
Mount Cobb, PA,103.0%
Mount Cory, OH,101.6%
Mount Crawford, VA,
Mount Dora, FL,98.9%
Mount Eaton, OH,92.8%
Mount Enterprise, TX,
Mount Ephraim, NJ,97.5%
Mount Gay-Shamrock, WV,
Mount Gilead, OH,102.1%
Mount Gretna Heights, PA,
Mount Gretna, PA,100.4%
Mount Healthy Heights, OH,104.1%
Mount Healthy, OH,101.5%
Mount Hermon, CA,
Mount Hermon, NJ,
Mount Hermon, VA,97.7%
Mount Holly Springs, PA,116.3%
Mount Holly, AR,100.0%
Mount Holly, NC,99.8%
Mount Hood Village, OR,98.5%
Mount Hood Villages, OR,98.5%
Mount Hood, OR,
Mount Hope, KS,101.5%
Mount Hope, NJ,105.2%
Mount Hope, NY,99.4%
Mount Hope, WI,
Mount Hope, WV,
Mount Horeb, WI,102.1%
Mount Ivy, NY,97.4%
Mount Jewett, PA,
Mount Joy, PA,99.9%
Mount Judea, AR,
Mount Juliet, TN,97.9%
Mount Kisco, NY,103.3%
Mount Laguna, CA,92.9%
Mount Lena, MD,93.7%
Mount Morris, IL,96.3%
Mount Morris, MI,98.6%
Mount Morris, NY,
Mount Olive, AL,100.3%
Mount Olive, IL,95.7%
Mount Olive, NC,
Mount Oliver, PA,100.0%
Mount Orab, OH,98.4%
Mount Penn, PA,98.9%
Mount Pleasant, MI,94.3%
Mount Pleasant, MS,
Mount Pleasant, NC,96.8%
Mount Pleasant, NY,103.5%
Mount Pleasant, OH,
Mount Pleasant, PA,102.0%
Mount Pleasant, SC,97.6%
Mount Pleasant, TN,95.7%
Mount Pleasant, TX,97.8%
Mount Pleasant, WI,99.0%
Mount Plymouth, FL,95.7%
Mount Pocono, PA,100.0%
Mount Prospect, IL,99.9%
Mount Pulaski, IL,92.3%
Mount Rainier, MD,101.8%
Mount Repose, OH,101.8%
Mount Royal, NJ,97.5%
Mount Savage, MD,83.3%
Mount Sidney, VA,97.6%
Mount Sinai, NY,101.7%
Mount Sterling, KY,100.2%
Mount Sterling, OH,96.9%
Mount Summit, IN,
Mount Tabor, NJ,136.9%
Mount Vernon, AL,66.8%
Mount Vernon, GA,87.5%
Mount Vernon, IA,100.0%
Mount Vernon, IL,95.1%
Mount Vernon, IN,99.0%
Mount Vernon, NY,102.9%
Mount Vernon, OH,101.2%
Mount Vernon, SD,
Mount Vernon, VA,101.3%
Mount Vernon, WA,99.4%
Mount Vision, NY,
Mount Vista, WA,99.4%
Mount Washington, KY,98.8%
Mount Washington, MA,95.0%
Mount Wolf, PA,98.9%
Mount Zion, GA,99.9%
Mount Zion, IL,98.2%
Mountain Brook, AL,103.7%
Mountain Center, CA,
Mountain City, TX,
Mountain Gate, CA,
Mountain Green, UT,93.7%
Mountain Home, AR,98.5%
Mountain Home, ID,99.7%
Mountain Home, NC,98.1%
Mountain House, CA,100.8%
Mountain Lake, NJ,
Mountain Lakes, NH,100.0%
Mountain Lakes, NJ,100.5%
Mountain Lodge Park, NY,99.7%
Mountain Meadows, CA,100.0%
Mountain Meadows, CO,94.3%
Mountain Mesa, CA,
Mountain Park, GA,98.3%
Mountain Pine, AR,
Mountain Plains, SD,
Mountain Top, PA,100.7%
Mountain View Acres, CA,
Mountain View Ranches, AZ,
Mountain View, CA,108.9%
Mountain View, CO,94.0%
Mountain View, HI,98.0%
Mountain View, MO,
Mountain View, NC,87.1%
Mountain View, WY,
Mountain, WI,
Mountainaire, AZ,102.3%
Mountainburg, AR,91.9%
Mountainhome, PA,95.2%
Mountainside, NJ,105.8%
Mountlake Terrace, WA,99.8%
Mountville, PA,100.9%
Movico, AL,72.2%
Moville, IA,100.8%
Moxee, WA,97.2%
Moyock, NC,100.1%
Mud Lake, ID,
Muenster, TX,97.8%
Muhlenberg Park, PA,
Muir Beach, CA,
Muir, MI,97.9%
Muir, PA,
Mukilteo, WA,98.5%
Mukwonago, WI,105.5%
Mulat, FL,101.4%
Mulberry Grove, IL,85.4%
Mulberry, AR,100.0%
Mulberry, FL,97.7%
Mulberry, IN,
Mulberry, KS,
Mulberry, NC,90.3%
Mulberry, OH,104.1%
Mulberry, SC,
Muldraugh, KY,
Muldrow, OK,99.4%
Mulford, CO,
Mulga, AL,
Mulhall, OK,
Mulino, OR,
Mullica Hill, NJ,102.6%
Mulliken, MI,
Mulvane, KS,98.2%
Muncie, IL,89.2%
Muncie, IN,94.3%
Muncy, PA,91.1%
Mundelein, IL,101.7%
Munds Park, AZ,95.8%
Mundys Corner, PA,80.2%
Munford, AL,
Munford, TN,100.1%
Munhall, PA,96.1%
Municipality of Murrysville, PA,104.0%
Muniz, TX,100.0%
Munnsville, NY,
Munroe Falls, OH,98.6%
Munsey Park, NY,103.3%
Munson, FL,
Munsons Corners, NY,90.0%
Munster, IN,98.7%
Murchison, TX,
Murdock, NE,
Murfreesboro, TN,98.8%
Murillo, TX,99.6%
Murphy, ID,
Murphy, MO,100.5%
Murphy, TX,100.0%
Murphys Estates, SC,100.0%
Murphysboro, IL,97.3%
Murray City, OH,
Murray Hill, KY,
Murray, CT,
Murray, KY,96.5%
Murray, NE,
Murray, NY,111.6%
Murray, UT,98.6%
Murraysville, NC,97.3%
Murrayville, IL,
Murrells Inlet, SC,96.7%
Murrieta, CA,100.1%
Muscatine, IA,97.4%
Muscle Shoals, AL,96.7%
Muscoda, WI,99.7%
Muscotah, KS,
Muscoy, CA,95.3%
Muse, PA,
Muskego, WI,100.0%
Muskegon Heights, MI,96.3%
Muskegon, MI,98.7%
Muskogee, OK,97.0%
Mustang Ridge, TX,99.3%
Mustang, OK,98.1%
Muttontown, NY,95.9%
Mutual, OH,
Mutual, OK,
Myers Corner, NY,104.0%
Myerstown, PA,97.2%
Myersville, MD,100.0%
Myrtle Beach, SC,96.8%
Myrtle Creek, OR,93.2%
Myrtle Grove, FL,95.3%
Myrtle Grove, NC,98.5%
Myrtle Point, OR,92.7%
Myrtle, MN,
Myrtletown, CA,97.9%
Mystic Island, NJ,99.8%
Mystic, CT,97.8%
Naalehu, HI,
Naches, WA,
Nachusa, IL,
Nacogdoches, TX,100.0%
Nadine, NM,
Nags Head, NC,98.0%
Nahant, MA,96.5%
Nahunta, GA,
Nambe, NM,95.8%
Nampa, ID,99.5%
Nanakuli, HI,97.1%
Nanawale Estates, HI,93.0%
Nances Creek, AL,
Nankin, OH,97.7%
Nanticoke, NY,102.9%
Nanticoke, PA,99.5%
Nanty-Glo, PA,91.6%
Nanuet, NY,101.7%
Naomi, PA,
Napa, CA,97.6%
Napanoch, NY,99.5%
Napavine, WA,
Naperville, IL,99.4%
Napier Field, AL,
Napili-Honokowai, HI,93.9%
Naplate, IL,
Naples Manor, FL,
Naples Park, FL,95.9%
Naples, FL,92.9%
Naples, ME,92.4%
Naples, NY,110.0%
Naples, UT,100.0%
Napoleon, MI,91.7%
Napoleon, MO,
Napoleonville, LA,
Napoli, NY,100.0%
Nappanee, IN,102.2%
Naranja, FL,95.2%
Narberth, PA,98.0%
Narciso Pena, TX,
Narragansett Pier, RI,93.3%
Narragansett, RI,98.1%
Narrows, VA,100.0%
Nash, TX,100.0%
Nashotah, WI,102.2%
Nashport, OH,100.0%
Nashua, MN,
Nashua, NH,102.2%
Nashville-Davidson, TN,96.0%
Nashville, IN,97.1%
Nashville, NC,99.7%
Nashville, TN,97.9%
Nashwauk, MN,94.8%
Nassau Bay, TX,93.7%
Nassau Lake, NY,99.4%
Nassau Village-Ratliff, FL,96.0%
Nassau, NY,100.8%
Natalbany, LA,
Natalia, TX,
Natchez, MS,
Natchitoches, LA,91.8%
Natick, MA,98.8%
National City, CA,107.8%
National Harbor, MD,94.7%
National Park, NJ,100.5%
National, MD,
Natural Bridge, NY,
Natural Steps, AR,92.6%
Naturita, CO,
Naugatuck, CT,101.8%
Nauvoo, IL,83.1%
Navajo Dam, NM,
Navarre Beach, FL,94.7%
Navarre, FL,98.5%
Navarre, OH,88.0%
Navarro, TX,
Navassa, NC,108.7%
Navesink, NJ,107.4%
Navy Yard City, WA,99.3%
Navy, VA,98.6%
Naylor, GA,
Naylor, MO,
Nazareth, PA,97.8%
Neabsco, VA,100.3%
Neapolis, OH,
Nebo, KY,
Nebo, NC,64.6%
Nebraska,,98.3%
Neck City, MO,
Nectar, AL,
Nederland, CO,97.4%
Nederland, TX,98.4%
Nedrow, NY,112.5%
Needham, MA,101.0%
Needles, CA,
Needville, TX,98.7%
Neelyville, MO,
Neenah, WI,103.3%
Neeses, SC,
Neffs, OH,
Negaunee, MI,103.4%
Negley, OH,86.7%
Nehawka, NE,
Neihart, MT,
Neilton, WA,
Nekoosa, WI,100.6%
Nelagoney, OK,
Nellie, OH,
Nellieburg, MS,
Nelliston, NY,96.2%
Nellysford, VA,98.2%
Nelson, GA,105.2%
Nelson, IL,
Nelson, MN,
Nelson, NY,103.1%
Nelsonville, NY,
Nelsonville, OH,
Nelsonville, WI,
Neoga, IL,
Neola, IA,
Neosho Rapids, KS,
Neosho, MO,
Neosho, WI,100.0%
Neotsu, OR,97.9%
Nephi, UT,98.9%
Neponset, IL,
Neptune Beach, FL,99.9%
Neptune City, NJ,105.5%
Nerstrand, MN,
Nesco, NJ,113.4%
Nesconset, NY,99.2%
Nescopeck, PA,93.5%
Neshanic Station, NJ,108.5%
Neshanic, NJ,99.7%
Nesika Beach, OR,83.9%
Nesquehoning, PA,97.0%
Netcong, NJ,109.0%
Nether Providence Township, PA,105.6%
Neuse Forest, NC,97.7%
Nevada,,98.5%
Nevada City, CA,108.2%
Nevada, IA,96.6%
Nevada, TX,97.4%
New Albany, IN,98.3%
New Albany, OH,98.8%
New Albany, PA,
New Albion, NY,86.4%
New Alexandria, OH,
New Alexandria, PA,
New Ashford, MA,
New Athens, IL,90.6%
New Auburn, WI,
New Baden, IL,99.9%
New Baltimore, MI,99.6%
New Baltimore, OH,97.2%
New Baltimore, PA,
New Baltimore, VA,101.0%
New Beaver, PA,
New Bedford, IL,
New Bedford, MA,101.5%
New Bedford, PA,
New Berlin, IL,97.7%
New Berlin, PA,
New Berlin, TX,100.0%
New Berlin, WI,101.5%
New Berlinville, PA,102.4%
New Bern, NC,98.3%
New Bloomfield, MO,
New Bloomington, OH,
New Boston, IL,95.0%
New Boston, NH,
New Boston, TX,95.2%
New Braunfels, TX,98.2%
New Bremen, OH,98.4%
New Brighton, MN,99.5%
New Brighton, PA,105.3%
New Britain, CT,104.0%
New Britain, PA,91.4%
New Brockton, AL,92.4%
New Brunswick, NJ,107.3%
New Buffalo, MI,102.3%
New Buffalo, PA,
New Burlington, OH,92.4%
New Burnside, IL,
New California, OH,98.0%
New Cambria, KS,
New Canaan, CT,111.0%
New Carlisle, IN,94.5%
New Carlisle, OH,106.3%
New Carrollton, MD,99.4%
New Cassel, NY,96.2%
New Castle Northwest, PA,100.5%
New Castle, CO,96.9%
New Castle, DE,101.4%
New Castle, IN,97.3%
New Castle, KY,
New Castle, NY,107.5%
New Castle, PA,98.5%
New Centerville, PA,
New Chapel Hill, TX,
New Chicago, IN,100.0%
New City, NY,100.7%
New Columbia, PA,
New Columbus, PA,
New Concord, OH,100.0%
New Cumberland, PA,102.6%
New Cumberland, WV,
New Cuyama, CA,
New Deal, TN,90.1%
New Deal, TX,
New Douglas, IL,
New Eagle, PA,95.7%
New Egypt, NJ,102.3%
New Ellenton, SC,99.4%
New Fairview, TX,97.2%
New Florence, PA,
New Franklin, MO,
New Franklin, OH,96.5%
New Freedom, PA,99.7%
New Galilee, PA,
New Germany, MN,110.2%
New Glarus, WI,98.0%
New Goshen, IN,
New Gretna, NJ,
New Hackensack, NY,
New Hamburg, NY,
New Hampshire,,100.3%
New Hampshire, OH,
New Hampton, NH,
New Harmony, IN,
New Harmony, UT,
New Hartford Center, CT,101.5%
New Hartford, NY,100.0%
New Haven, CT,103.2%
New Haven, IN,99.3%
New Haven, KY,
New Haven, MI,99.8%
New Haven, MO,
New Haven, NY,98.5%
New Haven, OH,
New Haven, WV,88.7%
New Hempstead, NY,98.3%
New Holland, IL,
New Holland, OH,97.7%
New Holland, PA,119.7%
New Holstein, WI,109.2%
New Home, TX,
New Hope, AL,96.3%
New Hope, KY,
New Hope, MN,100.0%
New Hope, MS,
New Hope, NC,97.9%
New Hope, OR,98.4%
New Hope, PA,98.2%
New Hope, TX,99.0%
New Hope, VA,100.9%
New Hyde Park, NY,99.0%
New Iberia, LA,95.9%
New Jersey,,102.4%
New Jerusalem, PA,
New Kensington, PA,100.5%
New Kent, VA,100.1%
New Kingman-Butler, AZ,99.6%
New Kingstown, PA,
New Knoxville, OH,
New Lebanon, NY,100.8%
New Lebanon, OH,98.7%
New Lebanon, PA,92.6%
New Lenox, IL,101.4%
New Lexington, OH,99.2%
New Liberty, IA,
New Lisbon, NY,95.3%
New Llano, LA,
