city,state,townhouse
Richmond Hill, GA,98.5%
Richmond West, FL,98.8%
Richmond, CA,99.7%
Richmond, KY,
Richmond, TX,97.1%
Richmond, UT,
Richmond, VA,100.4%
Richmond, VT,
Richton Park, IL,99.1%
Richwood, NJ,
Ridge, NY,105.2%
Ridgefield, NJ,
Ridgefield, WA,99.4%
Ridgeland, MS,
Ridgemark, CA,100.0%
Ridgeway, NY,
Ridgewood, NJ,
Ridgway, CO,
Ridley Park, PA,102.4%
Riegelsville, PA,
Riesel, TX,
Rifle, CO,98.7%
Riga, NY,
Rincon Valley, AZ,
Rincon, GA,
Rio del Mar, CA,
Rio Grande City, TX,
Rio Grande, NJ,
Rio Rico, AZ,
Rio Verde, AZ,98.1%
Rio Vista, CA,
Rio, VA,
Ripley, OH,
Ripon, WI,
Rising Sun, MD,
Riva, MD,
Rivanna, VA,
River Bend, NC,97.4%
River Edge, NJ,
River Falls, WI,97.2%
River Forest, IL,93.3%
River Heights, UT,
River Oaks, TX,100.0%
River Ridge, FL,
River Ridge, LA,
River Road, NC,
Riverdale Park, MD,
Riverdale, GA,
Riverdale, IL,
Riverdale, NJ,
Riverdale, UT,
Riverhead, NY,
Riverside, AL,
Riverside, CA,102.5%
Riverside, CT,100.0%
Riverside, IL,
Riverside, MD,101.9%
Riverton, NJ,122.7%
Riverton, UT,100.5%
Riverton, WA,100.0%
Riverview, FL,96.6%
Riverview, SC,
Riviera Beach, FL,98.4%
Riviera Beach, MD,100.0%
Roanoke, TX,
Roanoke, VA,97.2%
Robbins, IL,
Robbinsdale, MN,
Robbinsville Center, NJ,
Robbinsville, NJ,
Roberts, WI,
Robertsdale, AL,
Robertsville, NJ,
Robesonia, PA,116.4%
Robinwood, MD,98.8%
Roca, NE,
Rochelle, IL,
Rochester, IL,100.0%
Rochester, MN,99.0%
Rochester, NH,
Rochester, NY,98.7%
Rock Falls, IL,
Rock Hill, SC,98.9%
Rock Island, IL,
Rockcreek, OR,
Rockford Bay, ID,
Rockford, IL,97.8%
Rockford, MN,
Rockingham, NC,
Rockland, MA,99.0%
Rockledge, FL,98.3%
Rockledge, PA,
Rocklin, CA,
Rockport, MA,
Rockport, TX,
Rockton, IL,
Rockvale, CO,
Rockville, MD,99.1%
Rockwall, TX,
Rockwell, AR,
Rockwood, VA,99.6%
Rocky Mount, NC,93.8%
Rocky Mount, VA,100.0%
Rocky River, OH,
Roebling, NJ,100.2%
Roessleville, NY,101.7%
Rogers, AR,
Rogers, MN,98.6%
Rohnert Park, CA,98.8%
Rolesville, NC,100.7%
Rolling Hills Estates, CA,98.8%
Rolling Meadows, IL,100.2%
Roman Forest, TX,
Rome, GA,
Rome, NY,
Romeoville, IL,101.7%
Ronks, PA,
Roosevelt Gardens, FL,
Rosaryville, MD,
Roscoe, IL,103.5%
Rose Hill, VA,103.5%
Rose Hills, CA,
Rose Valley, PA,
Roseburg, OR,96.2%
Rosedale, MD,100.0%
Roseland, IN,
Roselle, IL,102.6%
Rosemead, CA,97.5%
Rosemont, PA,102.0%
Rosemount, MN,99.7%
Rosenberg, TX,96.2%
Roseville, CA,99.5%
Roseville, MN,97.2%
Rosharon, TX,96.2%
Roslyn, PA,
Rossford, OH,
Rossmoor, CA,
Rossmoor, MD,104.5%
Rossmoor, NJ,91.5%
Rossville, MD,98.9%
Roswell, GA,97.6%
Roswell, NM,
Rothsville, PA,98.6%
Rotonda, FL,
Rotterdam, NY,
Round Hill Village, NV,97.5%
Round Hill, VA,101.9%
Round Lake Beach, IL,103.7%
Round Lake, IL,100.6%
Round Lake, NY,
Round Rock, TX,97.3%
Rowland Heights, CA,
Rowlett, TX,93.4%
Rowley, MA,100.0%
Roxborough Park, CO,
Roy, UT,100.0%
Royal Oak, MI,
Royal Palm Beach, FL,97.8%
Royal Pines, NC,
Royalton, PA,
Royersford, PA,100.7%
Rubidoux, CA,
Ruidoso, NM,
Runaway Bay, TX,
Runnemede, NJ,
Running Y Ranch, OR,
Rush City, MN,
Ruskin, FL,99.6%
Russellville, AR,
Rutherford, PA,103.6%
Rutland, MA,100.0%
Rutland, VT,
Rutledge, PA,
Rye Brook, NY,
Sachse, TX,100.0%
Sackets Harbor, NY,
Sacramento, CA,98.9%
Saddle Brook Township, NJ,
Saddle River, NJ,
Saddlebrooke, AZ,99.7%
Sadsburyville, PA,
Safety Harbor, FL,98.9%
Safford, AZ,103.6%
Sagamore, MA,100.0%
Saginaw, TX,
Sahuarita, AZ,98.2%
Salado, TX,
Salem, IL,
Salem, MA,99.7%
Salem, NH,
Salem, NJ,120.6%
Salem, OR,100.0%
Salem, UT,100.4%
Salem, VA,99.4%
Salina, NY,111.1%
Salinas, CA,98.1%
Salisbury, MA,97.0%
Salisbury, NC,94.1%
Salmon Creek, WA,98.6%
Salt Lake City, UT,100.2%
Salunga, PA,
Sammamish, WA,102.1%
Samsula-Spruce Creek, FL,
San Angelo, TX,
San Anselmo, CA,
San Antonio, TX,98.6%
San Bernardino, CA,100.0%
San Carlos Park, FL,
San Carlos, CA,97.3%
San Clemente, CA,98.7%
San Diego Country Estates, CA,
San Diego, CA,99.6%
San Dimas, CA,101.7%
San Fernando, CA,
San Francisco, CA,101.6%
San Gabriel, CA,98.6%
San Jacinto, CA,
San Jose, CA,102.1%
San Juan Bautista, CA,
San Juan Capistrano, CA,103.6%
San Leandro, CA,104.0%
San Lorenzo, CA,105.5%
San Luis Obispo, CA,
San Marcos, CA,100.4%
San Marcos, TX,
San Mateo, CA,107.4%
San Pablo, CA,93.3%
San Rafael, CA,100.3%
San Ramon, CA,100.5%
San Simeon, CA,
San Tan Valley, AZ,
Sanatoga, PA,105.1%
Sand Hill, PA,
Sand Lake, NY,
Sand Springs, OK,
Sandpoint, ID,
Sandston, VA,
Sandwich, IL,101.7%
Sandwich, MA,101.0%
Sandy Springs, GA,98.9%
Sandy, OR,101.3%
Sandy, UT,99.5%
Sanford, FL,97.7%
Sanford, ME,
Sanford, NC,98.9%
Sangaree, SC,
Sanger, TX,
Sanibel, FL,
Sans Souci, SC,100.0%
Santa Ana, CA,100.6%
Santa Barbara, CA,102.2%
Santa Clara, CA,102.5%
Santa Clara, UT,97.1%
Santa Clarita, CA,100.0%
Santa Cruz, CA,100.0%
Santa Fe Foothills, NM,
Santa Fe Springs, CA,102.1%
Santa Fe, NM,96.6%
Santa Maria, CA,
Santa Monica, CA,97.3%
Santa Paula, CA,
Santa Rita Ranch, TX,
Santa Rosa, CA,100.3%
Santa Teresa, NM,
Santa Venetia, CA,100.0%
Santaquin, UT,99.9%
Santee, CA,101.7%
Santee, SC,100.0%
Sappington, MO,
Sapulpa, OK,
Sarasota Springs, FL,
Sarasota, FL,98.0%
Saratoga Springs, NY,100.0%
Saratoga Springs, UT,100.2%
Saratoga, CA,105.5%
Saratoga, NY,
Sartell, MN,100.0%
Satellite Beach, FL,97.4%
Satsuma, AL,92.7%
Saugus, MA,
Sauk Centre, MN,
Sauk City, WI,119.0%
Sauk Rapids, MN,
Sauk Village, IL,83.5%
Sausalito, CA,
Savage, MD,102.4%
Savage, MN,100.0%
Savannah, GA,98.8%
Savannah, MO,
Savoy, IL,
Saw Creek, PA,95.9%
Sawgrass, FL,
Sayreville, NJ,
Scaggsville, MD,101.3%
Scappoose, OR,101.2%
Scarborough, ME,
Scarsdale, NY,
Schall Circle, FL,
Schaumburg, IL,98.3%
Schenectady, NY,
Schererville, IN,96.5%
Schiller Park, IL,
Schlusser, PA,92.5%
Schnecksville, PA,
Schuylkill Haven, PA,97.2%
Schwenksville, PA,110.0%
Scituate, MA,
Scotchtown, NY,98.7%
Scottdale, GA,95.7%
Scotts Valley, CA,99.1%
Scottsboro, AL,
Scottsdale, AZ,97.7%
Scottsville, NY,
Scranton, PA,96.0%
Sea Breeze, NC,97.1%
Sea Bright, NJ,93.3%
Sea Isle City, NJ,96.4%
Seabrook Island, SC,
Seabrook, MD,101.1%
Seabrook, TX,
Seal Beach, CA,
Sealy, TX,
Searcy, AR,
Seaside Heights, NJ,
Seaside, OR,
Seat Pleasant, MD,
SeaTac, WA,
Seattle, WA,99.2%
Seaville, NJ,
Sebastian, FL,
Sebastopol, CA,98.3%
Sebring, FL,
Secaucus, NJ,101.8%
Secretary, MD,
Security-Widefield, CO,
Sedalia, MO,
Sedona, AZ,93.5%
Sedro Woolley, WA,100.0%
Seekonk, MA,100.0%
Seeley Lake, MT,
Sellersburg, IN,
Sellersville, PA,
Selma, AL,103.4%
Selma, NC,98.6%
Seminole Manor, FL,
Seminole, FL,96.9%
Seneca, SC,
Sequim, WA,99.4%
Setauket-East Setauket, NY,100.0%
Seven Corners, VA,
Seven Fields, PA,99.1%
Seven Lakes, NC,
Seven Valleys, PA,
Seventh Mountain, OR,
Severance, CO,
Severn, MD,100.0%
Severna Park, MD,
Sevierville, TN,106.1%
Seward, NE,99.0%
Sewell, NJ,100.9%
Sewickley, PA,96.3%
Shady Cove, OR,
Shafer, MN,
Shakopee, MN,100.7%
Shalimar, FL,
Shallotte, NC,
Shamokin, PA,81.0%
Shannon, GA,
Sharon Hill, PA,102.7%
Sharon, MA,99.8%
Sharonville, OH,
Shaw Heights, CO,
Shawnee, KS,
Sheboygan, WI,100.0%
Shelburne, VT,
Shelby, NC,94.3%
Shelbyville, TN,
Shelton, WA,
Shenandoah Heights, PA,
Shenandoah, LA,100.0%
Shenandoah, PA,98.4%
Shepherdstown, WV,
Shepherdsville, KY,
Sheppton, PA,
Sherborn, MA,98.9%
Sheridan, CO,
Sheridan, OR,100.0%
Sheridan, WY,
Sherman, IL,
Sherman, TX,98.8%
Sherrard, IL,
Sherrelwood, CO,
Sherwood Manor, CT,
Sherwood, OR,98.4%
Sherwood, WI,
Shillington, PA,102.9%
Shiloh, IL,131.6%
Shiloh, PA,97.7%
Ship Bottom, NJ,
Shippensburg, PA,98.7%
Shiremanstown, PA,
Shirley, MA,100.0%
Shoal Creek, AL,
Shoemakersville, PA,
Shoreline, WA,98.6%
Shoreview, MN,101.0%
Shorewood, IL,98.3%
Shorewood, MN,96.8%
Short Pump, VA,98.5%
Show Low, AZ,
Shreve, OH,100.0%
Shreveport, LA,98.4%
Shrewsbury, MA,99.4%
Shrewsbury, NJ,
Shrewsbury, PA,
Shrub Oak, NY,
Sicklerville, NJ,104.7%
Sienna Plantation, TX,94.5%
Sienna, TX,94.5%
Sierra Madre, CA,112.2%
Sierra Vista, AZ,98.5%
Siesta Key, FL,
Signal Hill, CA,99.0%
Siler City, NC,
Silt, CO,
Silver Firs, WA,100.0%
Silver Hill, MD,98.0%
Silver Lake, NC,
Silver Lakes, CA,94.1%
Silver Spring, MD,104.8%
Silver Springs Shores, FL,97.8%
Silverdale, PA,
Silverdale, WA,100.0%
Silverthorne, CO,98.4%
Silverton, OR,
Silvis, IL,101.0%
Simi Valley, CA,99.7%
Simpsonville, SC,97.4%
Simsbury Center, CT,
Sinking Spring, PA,100.5%
Sioux City, IA,98.7%
Sioux Falls, SD,99.0%
Sissonville, WV,94.8%
Sisters, OR,96.2%
Skidaway Island, GA,91.8%
Skippack, PA,102.6%
Skippers Corner, NC,
Skokie, IL,104.5%
Skyline View, PA,102.1%
Slatedale, PA,
Slatington, PA,100.0%
Sleepy Hollow, IL,
Sloan, IA,
Smithfield, NC,96.8%
Smithfield, UT,99.3%
Smithfield, VA,100.0%
Smithsburg, MD,91.8%
Smithtown, NY,
Smithville-Sanders, IN,97.8%
Smithville, MO,
Smithville, NJ,
Smyrna, DE,101.3%
Smyrna, GA,99.2%
Smyrna, TN,99.6%
Sneads Ferry, NC,
Snellville, GA,100.0%
Snohomish, WA,98.4%
Snoqualmie Pass, WA,95.1%
Snoqualmie, WA,99.4%
Snowmass Village, CO,99.1%
Snyderville, UT,93.6%
Socastee, SC,99.3%
Solana Beach, CA,106.4%
Solomons, MD,96.8%
Somerdale, NJ,
Somers Point, NJ,
Somerset, KY,
Somerset, MA,
Somerset, PA,
Somerset, WI,
Somersworth, NH,
Somerville, MA,99.6%
Somerville, NJ,
Somonauk, IL,100.0%
Sonoma, CA,
Sonterra, TX,
Soquel, CA,
Sorrento, FL,
Souderton, PA,101.9%
South Amherst, MA,
South Apopka, FL,
South Beloit, IL,
South Bend, IN,98.3%
South Berwick, ME,
South Bradenton, FL,
South Bristol, NY,
South Burlington, VT,
South Carolina,,98.8%
South Charleston, WV,96.5%
South Coatesville, PA,
South Dakota,,99.0%
South Daytona, FL,98.1%
South Dennis, MA,
South Duxbury, MA,
South El Monte, CA,
South Elgin, IL,100.4%
South Fulton, GA,98.8%
South Gate Ridge, FL,93.2%
South Gate, CA,
South Gate, MD,98.7%
South Greeley, WY,
South Greensburg, PA,99.7%
South Hadley, MA,100.0%
South Hill, NY,
South Hill, WA,99.5%
South Holland, IL,
South Hooksett, NH,
South Houston, TX,
South Jordan, UT,99.3%
South Lake Tahoe, CA,94.0%
South Lancaster, MA,90.3%
South Laurel, MD,100.7%
South Lockport, NY,
South Miami Heights, FL,100.0%
South Miami, FL,96.8%
South Monrovia Island, CA,
South Ogden, UT,97.3%
South Padre Island, TX,
South Park Township, PA,
South Pasadena, CA,103.0%
South Pasadena, FL,
South Patrick Shores, FL,
South Pottstown, PA,97.9%
South Riding, VA,101.3%
South Salt Lake, UT,99.6%
South San Francisco, CA,
South San Gabriel, CA,
South San Jose Hills, CA,
South Sarasota, FL,
South Sioux City, NE,
South St. Paul, MN,
South Temple, PA,
South Weber, UT,100.0%
South Whittier, CA,
Southampton, MA,
Southaven, MS,98.0%
Southborough, MA,
Southbridge Town, MA,
Southbridge, MA,
Southchase, FL,
Southern Gateway, VA,100.0%
Southern Pines, NC,98.5%
Southern Shores, NC,
Southgate, KY,99.3%
Southglenn, CO,99.6%
Southport, NC,
Southside Place, TX,
Southwood Acres, CT,
Spanaway, WA,100.0%
Spanish Fork, UT,101.1%
Spanish Fort, AL,100.0%
Sparks, MD,97.7%
Sparks, NV,99.4%
Spartanburg, SC,93.5%
Spearfish, SD,98.7%
Spencer, IA,
Spencer, IN,
Spicer, MN,103.5%
Spinnerstown, PA,
Spirit Lake, IA,
Spokane, WA,
Spotsylvania Courthouse, VA,100.0%
Spring City, PA,98.3%
Spring City, TN,
Spring Grove, PA,105.8%
Spring Hill, FL,
Spring Hill, KS,
Spring Hill, TN,98.1%
Spring House, PA,100.1%
Spring Lake Park, MN,
Spring Mills, PA,
Spring Mount, PA,96.6%
Spring Ridge, MD,101.4%
Spring Ridge, PA,98.7%
Spring Valley Lake, CA,
Spring Valley, CA,104.3%
Spring Valley, MN,
Spring Valley, NV,97.9%
Spring, TX,98.8%
Springboro, OH,
Springdale, AR,
Springdale, MD,
Springdale, NJ,106.1%
Springdale, OH,98.9%
Springdale, PA,
Springdale, UT,
Springfield Township, OH,
Springfield, FL,
Springfield, IL,98.9%
Springfield, LA,
Springfield, MA,100.0%
Springfield, MO,
Springfield, NJ,
Springfield, OR,
Springfield, PA,100.0%
Springfield, TN,98.2%
Springfield, VA,102.2%
Springmont, PA,
Springvale, ME,
Springville, UT,99.1%
Spry, PA,
Spurgeon, TN,100.0%
St Charles, MN,
St. Albans, VT,
St. Albans, WV,
St. Anne, IL,
St. Anthony, MN,103.8%
St. Augustine Beach, FL,
St. Augustine Shores, FL,100.0%
St. Augustine, FL,96.3%
St. Bonifacius, MN,101.9%
St. Charles, IL,101.0%
St. Charles, MD,100.8%
St. Clair, PA,84.7%
St. Clairsville, OH,
St. Cloud, FL,99.6%
St. Cloud, MN,99.1%
St. Davids, PA,
St. Francis, MN,97.2%
St. Francisville, LA,
St. George, UT,99.2%
St. Georges, DE,
St. Helena, CA,99.7%
St. Helens, OR,102.0%
St. James, MD,
St. James, NC,98.2%
St. James, NY,
St. John, IN,99.1%
St. Joseph, MN,
St. Joseph, MO,98.1%
St. Lawrence, PA,
St. Louis Park, MN,98.2%
St. Mary's, CO,
St. Marys, GA,97.6%
St. Michael, MN,99.3%
St. Michaels, MD,96.3%
St. Paul Park, MN,
St. Paul, MN,99.6%
St. Pete Beach, FL,
St. Petersburg, FL,98.5%
St. Rose, LA,
St. Simons, GA,98.4%
St. Stephens, NC,100.0%
Stacy, MN,
Stafford Courthouse, VA,99.0%
Stallings, NC,99.4%
Stallion Springs, CA,
Stanfield, OR,
Stansbury Park, UT,
Stanton, CA,101.3%
Stanwood, WA,99.1%
Star City, WV,
Star, ID,96.6%
State College, PA,100.9%
State Line, PA,
Stateline, NV,96.6%
Statesboro, GA,94.8%
Statesville, NC,99.5%
Staunton, VA,88.4%
Stayton, OR,
Steamboat Springs, CO,96.7%
Steelton, PA,98.1%
Steilacoom, WA,
Stephens City, VA,98.5%
Stephenville, TX,
Sterling Ranch, CO,100.3%
Sterling, CO,
Sterling, MA,
Sterling, VA,100.6%
Steubenville, OH,
Stevens, PA,98.6%
Stevenson Ranch, CA,100.3%
Stevenson, WA,
Stevensville, MD,102.2%
Stewartstown, PA,100.6%
Stewartville, MN,
Stiles, PA,
Stillwater, MN,98.2%
Stillwater, OK,94.7%
Stock Island, FL,96.0%
Stockbridge, GA,99.4%
Stockertown, PA,
Stockton, CA,99.0%
Stokesdale, NC,
Stone Harbor, NJ,93.8%
Stone Mountain, GA,
Stone Park, IL,
Stone Ridge, VA,100.8%
Stonecrest, GA,98.2%
Stonegate, CO,99.9%
Stoneham, MA,
Stony Brook, NY,
Stony Creek Mills, PA,
Story City, IA,
Stouchsburg, PA,
Stoughton, MA,101.9%
Stoughton, WI,
Stow, MA,
Stow, OH,
Stowe, PA,105.3%
Strasburg, PA,100.2%
Stratford, NJ,104.6%
Stratmoor, CO,
Stratton Mountain, VT,
Strawberry, CA,
Strawn, TX,
Streamwood, IL,99.6%
Strongsville, OH,
Stroudsburg, PA,100.8%
Stuart, FL,97.1%
Stuarts Draft, VA,103.0%
Sturbridge, MA,
Sturgis, SD,
Suamico, WI,
Succasunna, NJ,
Sudbury, MA,99.6%
Sudden Valley, WA,
Sudley, VA,101.4%
Suffern, NY,96.8%
Suffolk, VA,100.7%
Sugar Grove, IL,100.0%
Sugar Hill, GA,97.2%
Sugar Land, TX,95.3%
Sugarland Run, VA,99.5%
Suisun City, CA,
Suitland, MD,97.2%
Sully Square, VA,
Sulphur, LA,94.1%
Sultan, WA,
Summerfield, MD,99.9%
Summerland, CA,
Summerlin South, NV,96.9%
Summerside, OH,100.0%
Summerville, SC,100.3%
Summit Hill, PA,
Summit Park, UT,99.2%
Summit View, WA,
Summit, IL,
Summit, WA,
Sumner, WA,100.0%
Sumter, SC,97.1%
Sun City Center, FL,100.0%
Sun City West, AZ,93.9%
Sun City, AZ,98.0%
Sun City, CA,
Sun Lakes, AZ,98.1%
Sun Prairie, WI,99.9%
Sun Valley, ID,
Sun Valley, NV,100.0%
Sunbury, PA,
Suncook, NH,
Sunny Isles Beach, FL,100.0%
Sunnyside, OR,
Sunnyvale, CA,107.7%
Sunrise Manor, NV,98.2%
Sunrise, FL,99.4%
Sunriver, OR,
Sunset Beach, CA,
Sunset Beach, NC,98.2%
Sunset, FL,
Sunset, UT,
Sunsites, AZ,
Superior, AZ,
Superior, CO,98.3%
Surf City, NC,98.9%
Surfside Beach, SC,95.6%
Surfside Beach, TX,
Surprise, AZ,100.0%
Surrey, ND,
Sutherlin, OR,
Sutton, MA,101.6%
Suwanee, GA,98.3%
Swampscott, MA,
Swan Valley, ID,
Swannanoa, NC,97.6%
Swansboro, NC,98.9%
Swarthmore, PA,
Swartzville, PA,
Swedeland, PA,102.2%
Sweden, NY,
Swedesboro, NJ,100.0%
Sweet Home, OR,100.0%
Sweetwater, FL,
Swepsonville, NC,
Swissvale, PA,
Swoyersville, PA,
Sycamore, IL,95.2%
Sykesville, MD,103.9%
Sylva, NC,
Sylvania, OH,99.1%
Symmes Township, OH,
Syracuse, NY,
Syracuse, UT,
Tacoma, WA,101.0%
Tahoe Vista, CA,96.8%
Tahoma, CA,
Takoma Park, MD,
Talent, OR,
Tallahassee, FL,98.4%
Tallmadge, OH,
Tamalpais-Homestead Valley, CA,99.2%
Tamaqua, PA,93.4%
Tamarac, FL,98.7%
Tamiami, FL,91.9%
Tampa, FL,97.3%
Taneytown, MD,101.9%
Tanner, WA,
Tanque Verde, AZ,
Taos, NM,
Tarpon Springs, FL,97.0%
Tatamy, PA,
Taunton, MA,101.4%
Tavares, FL,
Tavernier, FL,
Taylor Creek, OH,
Taylor Lake Village, TX,
Taylor Mill, KY,100.0%
Taylors Falls, MN,
Taylors, SC,99.2%
Taylorsville, NC,93.5%
Taylorsville, UT,98.5%
Taylorville, IL,
Tea, SD,98.4%
Teaticket, MA,97.4%
Teays Valley, WV,
Tega Cay, SC,100.0%
Tehaleh, WA,100.0%
Telford, PA,102.7%
Tellico Village, TN,96.7%
Temecula, CA,100.3%
Temelec, CA,100.0%
Temescal Valley, CA,
Tempe, AZ,98.3%
Temple City, CA,97.4%
Temple Hills, MD,100.2%
Temple Terrace, FL,100.1%
Temple, GA,
Temple, PA,
Temple, TX,
Templeton 01468, MA,
Templeton, CA,
Ten Mile Creek, MD,104.2%
Tenafly, NJ,
Tennessee,,98.4%
Tequesta, FL,98.8%
Terrace Heights, WA,
Terre Hill, PA,
Terrell Hills, TX,
Terrytown, LA,
Tetherow, OR,
Teton Village, WY,
Tewksbury, MA,100.3%
Texas,,97.2%
Texas City, TX,74.7%
Tharptown (Uniontown), PA,
Thatcher, AZ,
The Colony, TX,98.3%
The Crossings, FL,91.6%
The Dalles, OR,
The Hammocks, FL,97.0%
The Hills, NJ,
The Meadows, FL,
The Pinehills, MA,97.5%
The Pinery, CO,100.0%
The Ponds, NJ,
The Woodlands, TX,97.0%
Thibodaux, LA,
Thomasville, GA,
Thomasville, NC,96.2%
Thompson's Station, TN,100.2%
Thompsonville, PA,
Thomson, GA,93.0%
Thorndale, PA,
Thornton, CO,99.2%
Thorofare, NJ,
Thousand Oaks, CA,99.1%
Three Forks, MT,
Three Lakes, FL,99.3%
Three Oaks, FL,99.6%
Thunderbolt, GA,97.3%
Thurmont, MD,102.0%
Tiburon, CA,
Tierra Verde, FL,99.0%
Tiffin, IA,100.0%
Tigard, OR,100.3%
Tiger Point, FL,95.1%
Tiki Island, TX,90.0%
Timber Pines, FL,
Timberlake, VA,98.7%
Timberville, VA,
Timberwood Park, TX,
Timnath, CO,98.6%
Timonium, MD,100.5%
Tinicum Township, PA,73.3%
Tinley Park, IL,99.1%
Tinton Falls, NJ,94.8%
Tioga, ND,
Titusville, FL,98.8%
Tiverton, RI,
Toftrees, PA,
Toledo, OH,
Toledo, OR,101.1%
Toledo, WA,100.0%
Tomball, TX,
Toms River, NJ,103.5%
Tonawanda Town, NY,
Tonawanda, NY,
Tonganoxie, KS,
Tooele, UT,100.2%
Topeka, KS,101.5%
Topsail Beach, NC,
Topsfield, MA,
Topton, PA,
Toronto, OH,
Torrance, CA,100.9%
Totowa, NJ,
Towaco, NJ,
Tower City, PA,
Town 'n' Country, FL,98.5%
Townsend, DE,
Townsend, MA,101.5%
Towson, MD,101.1%
Trabuco Canyon, CA,
Tracy, CA,
Tracyton, WA,
Trafalgar, IN,98.0%
Trafford, PA,
Trainer, PA,116.7%
Trappe, MD,
Trappe, PA,
Travelers Rest, SC,98.4%
Traverse City, MI,
Travilah, MD,
Treasure Island, FL,97.5%
Tremont, PA,
Tremonton, UT,99.3%
Trent Woods, NC,
Trenton, NJ,98.9%
Tres Arroyos, NM,
Trevorton, PA,
Trexlertown, PA,100.3%
Triana, AL,100.0%
Triangle, VA,
Trimble, MO,
Trinity, FL,97.2%
Trinity, NC,96.7%
Trooper, PA,
Trophy Club, TX,
Tropical Park, FL,100.0%
Troup, TX,
Troutdale, OR,100.0%
Troutman, NC,
Troy Hills, NJ,101.3%
Troy, NH,
Troy, NY,100.7%
Troy, OH,
Troy, TX,108.4%
Trumbauersville, PA,
Truro, MA,
Trussville, AL,
Tualatin, OR,99.8%
Tubac, AZ,
Tuckahoe, VA,100.9%
Tucker, GA,98.0%
Tuckerton, NJ,
Tucson Estates, AZ,
Tucson, AZ,99.1%
Tukwila, WA,101.0%
Tulare, CA,
Tullahoma, TN,
Tulsa, OK,94.6%
Tumwater, WA,
Tupelo, MS,
Turlock, CA,
Turpin Hills, OH,
Turtle Creek, PA,
Tuscaloosa, AL,99.0%
Tuscarora, PA,
Tustin, CA,101.0%
Twin Falls, ID,
Twin Lakes, CO,100.0%
Twin Rivers, NJ,104.3%
Tybee Island, GA,
Tyler Run, PA,107.3%
Tyler, TX,
Tyngsborough, MA,105.0%
Tysons Corner, VA,104.5%
Tysons, VA,104.5%
Ukiah, CA,
Umatilla, OR,
Union Beach, NJ,
Union City, CA,100.4%
Union City, GA,98.7%
Union City, NJ,
Union City, TN,72.1%
Union Grove, WI,99.7%
Union Hall, VA,100.0%
Union Hill-Novelty Hill, WA,98.1%
Union Mill, VA,
Union Park, FL,
Union, KY,104.0%
Union, NY,100.0%
Union, OH,95.9%
Union, OR,
Unionville, NC,
Unionville, PA,
Universal City, TX,
University Center, VA,101.2%
University of Virginia, VA,
University Park, FL,
University Park, IL,95.8%
University Park, TX,
University Place, WA,99.1%
University, FL,95.3%
University, MS,
Upland, CA,99.9%
Upland, PA,
Upper Falls, WV,
Upper Grand Lagoon, FL,95.7%
Upper Marlboro, MD,100.1%
Upper Montclair, NJ,
Upper Providence Township, PA,
Upper Saddle River, NJ,99.6%
Upper St. Clair, PA,
Upton, KY,98.0%
Upton, MA,97.6%
Urbana, IL,
Urbana, MD,100.4%
Urbandale, IA,100.0%
Utah,,99.5%
Utica, NY,
Uxbridge, MA,98.2%
Vacaville, CA,
Vadnais Heights, MN,98.3%
Vail, CO,
Vails Gate, NY,
Valdese, NC,
Valencia, PA,
Vallejo, CA,
Valley Center, KS,
Valley Falls, SC,100.0%
Valley Green, PA,102.6%
Valley Springs, SD,
Valley Stream, NY,
Valparaiso, FL,
Valparaiso, IN,102.0%
Valrico, FL,98.1%
Vamo, FL,
Van Buren, NY,109.4%
Van Wert, OH,97.5%
Vancouver, WA,99.6%
Vandalia, OH,
Vandiver, AL,
Vass, NC,
Venersborg, WA,
Venice, FL,
Ventnor City, NJ,106.0%
Ventura, CA,98.4%
Verandah, FL,95.6%
Vermillion, SD,
Vermont,,
Vernal, UT,97.2%
Vernon Center, NJ,
Vernon Hills, IL,100.1%
Vero Beach South, FL,
Vero Beach, FL,
Verona Walk, FL,95.7%
Verona, PA,
Verona, VA,
Verona, WI,97.7%
Versailles, KY,100.0%
Versailles, OH,96.5%
Vestal, NY,
Vestavia Hills, AL,102.2%
Vicksburg, MS,
Victor, ID,
Victor, NY,
Victoria Heights, WA,
Victoria, MN,99.2%
Victoria, TX,94.9%
Victorville, CA,
Vienna, MD,
Vienna, VA,99.6%
Viera East, FL,
Viera West, FL,96.2%
View Park-Windsor Hills, CA,
Vilano Beach, FL,
Villa Hills, KY,
Villa Park, IL,
Villa Rica, GA,100.0%
Village Green-Green Ridge, PA,
Village Green, NY,109.4%
Village of Harrison, WI,
Village of Oak Creek (Big Park), AZ,98.1%
Village Shires, PA,100.0%
Village St. George, LA,
Villano Beach, FL,
Villas, FL,96.1%
Vincentown, NJ,
Vine Grove, KY,101.5%
Vineland, NJ,101.0%
Vineyard, UT,
Vinings, GA,99.0%
Vinton, VA,98.2%
Virden, IL,100.0%
Virginia,,100.1%
Virginia Beach, VA,100.9%
Virginville, PA,
Visalia, CA,
Vista, CA,100.2%
Volo, IL,99.8%
Wabasha, MN,
Wabasso Beach, FL,
Waco, TX,
Waconia, MN,100.2%
Wade Hampton, SC,
Wadsworth, IL,96.1%
Wahkon, MN,
Wahoo, NE,95.8%
Wahpeton, ND,
Waikoloa Beach Resort, HI,99.1%
Waikoloa Village, HI,
Wailea, HI,
